RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year,AggressionScore,RKOOddsDec,RSubOddsDec,BKOOddsDec,BSubOddsDec,RedFinishingProb,BlueFinishingProb,RedStrikeGrapple,BlueStrikeGrapple,FightPace,SurvivabilityIndex,RedOddsDec,BlueOddsDec,Pred,Pblue,BettingEdgeIndex
Jessica Andrade,Sarah Moras,-500,400,20,400,2015-07-15,"San Diego, California, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,15,0.44,0,1,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,1,0,0,61.4,0.57,0.6,1.2,0.574,3,2,10,0,0,1,1,0,1,0,3,Orthodox,154.94,157.48,115,23,27,1,1,-2,-2,2,-7,0,0,-1,15.24,12.7,-4,-46.4,-0.6,-0.2,0,NA,13,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,109,505,300,1050,315,1995,2015,1.2339457598623172e-4,4.15,4,20.95,11.5,0.49096385542168675,0.13468921863650513,0.5121951219512195,0.6551724137931034,0.1,1,1.2,5,0.8333333333333334,0.2,0.6333333333333333
Jake Ellenberger,Stephen Thompson,205,-245,205,40.8163,2015-07-12,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,5,0,4,0,46.5,0.512,0,0.6667,0.25,4,1,13,0,0,0,2,3,0,0,5,Orthodox,182.88,190.5,170,0,1,0,22.5714,0.404,0.2857,1.5714,0.486,6,5,31,0,0,1,2,4,1,1,9,Orthodox,175.26,180.34,170,30,32,0,3,-2,-4,4,-18,0,-2,-1,7.62,10.16,-2,23.9286,-0.2857,-0.9048,0,NA,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Kick,1,04:29:00,269,422,353,1000,1300,470,100,2015,0.9890130573694068,5.7,11,2,14,0.266347687400319,0.5714285714285714,0.3197278911564626,0.07142857142857142,0.41033333333333333,0.8966666666666666,3.05,1.4081632653061225,0.3278688524590164,0.7101449275362319,0.3822760750772155
Jorge Masvidal,Cezar Ferreira,-200,170,50,170,2015-07-12,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,16,0.388,0.1667,0.8333,0.208,3,2,12,1,0,1,2,0,1,0,4,Southpaw,185.42,198.12,185,1,0,0,54.8571,0.511,0.5714,1.7143,0.464,3,2,20,0,0,0,4,0,1,0,5,Orthodox,180.34,187.96,170,30,30,0,0,0,-1,0,-8,1,0,0,5.08,10.16,0,-38.8571,-0.4048,-0.881,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,KO/TKO,Elbow,1,04:22:00,262,170,450,700,610,180,600,2015,0.024127021417669196,2.8,8,7,7.1,0.48214285714285715,0.28370221327967804,0.20454545454545456,0.49586776859504134,0.4126666666666667,0.8733333333333333,1.5,2.7,0.6666666666666666,0.37037037037037035,0.2962962962962963
Chad Mendes,Conor McGregor,165,-190,165,52.6316,2015-07-11,"Las Vegas, Nevada, USA",USA,Blue,TRUE,Featherweight,MALE,5,0,5,0,33,0.428,0,1,0.36,5,0,8,0,0,0,1,4,0,0,5,Southpaw,175.26,187.96,155,0,1,0,30,0.596,0.2,2,0.282,5,2,22,2,0,0,3,5,0,0,8,Orthodox,167.64,167.64,145,30,26,0,4,0,-3,2,-14,-2,-1,0,7.62,20.32,4,3,-0.2,-1,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,Red,KO/TKO,Punch,2,04:57:00,597,375,600,625,-1250,495,-120,2015,0.9720774262159271,5.95,7.25,1.8333333333333335,1.08,0.30599826137351493,1,0.4419642857142857,0.08759124087591241,0.20066666666666666,0.995,2.65,1.526315789473684,0.37735849056603776,0.6551724137931035,0.2778139232270658
Robbie Lawler,Rory MacDonald,145,-165,145,60.6061,2015-07-11,"Las Vegas, Nevada, USA",USA,Red,TRUE,Welterweight,MALE,5,0,3,0,47.2727,0.45,0.4545,1.9091,0.414,5,2,28,0,0,0,5,3,1,0,9,Orthodox,182.88,193.04,170,0,3,0,46.8571,0.454,0,1.1429,0.464,3,4,38,2,0,2,3,5,0,0,10,Southpaw,180.34,187.96,170,33,25,0,0,2,-1,2,-10,-2,-2,1,2.54,5.08,8,0.4156,0.4545,0.7662,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,5,01:00:00,1260,285,NA,1500,NA,350,NA,2015,0.9568927450589139,4.5,16,NA,NA,0.2847222222222222,NA,0.1891891891891892,NA,0.026666666666666672,0.84,2.45,1.606060606060606,0.4081632653061224,0.6226415094339623,0.21447824412783995
Dennis Bermudez,Jeremy Stephens,-245,205,40.8163,205,2015-07-11,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,2,0,0,33.4,0.466,0.45,1.35,0.354,3,10,53,0,0,1,4,4,0,1,10,Orthodox,172.72,180.34,145,1,0,0,47.6667,0.41,1.2222,3.1111,0.456,7,2,20,1,0,2,2,1,2,0,7,Orthodox,167.64,167.64,155,28,29,-1,0,-4,3,-8,33,-1,4,-2,5.08,12.7,-1,-14.2667,-0.7722,-1.7611,0,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,Red,KO/TKO,Flying Knee,3,00:32:00,632,-105,600,550,1800,725,250,2015,0.01098694263059318,8.25,6.5,3.5,19,0.27505827505827507,0.3383458646616541,0.5686274509803921,0.12195121951219512,0.14466666666666667,0.7022222222222222,1.4081632653061225,3.05,0.7101449275362319,0.3278688524590164,0.3822760750772155
Gunnar Nelson,Brandon Thatch,150,-170,150,58.8235,2015-07-11,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,24.3333,0.457,0,1,0.553,2,1,6,0,0,0,0,2,0,0,2,Switch,187.96,187.96,170,1,0,0,26.6,0.65,0.8,1.2,0.75,4,1,12,0,0,0,1,0,3,0,4,Switch,180.34,182.88,170,26,29,0,0,-2,-2,0,-6,0,2,-3,7.62,5.08,-3,-2.2667,-0.8,-0.2,0,NA,15,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,1,02:54:00,174,354,330,250,2675,1520,160,2015,0.9608342772032357,16.2,3.5,2.6,27.75,0.3474426807760141,0.42065142065142064,0.8587570621468926,0.0564373897707231,0.442,0.58,2.5,1.5882352941176472,0.4,0.6296296296296295,0.22962962962962952
Brad Pickett,Thomas Almeida,500,-700,500,14.2857,2015-07-11,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,2,0,75.5,0.48,0,0,0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,170.18,177.8,135,2,0,0,37.3333,0.303,0.2222,1.6667,0.343,2,5,21,0,0,1,1,1,1,0,4,Orthodox,167.64,172.72,135,36,23,2,2,0,-2,5,-17,0,0,-1,2.54,5.08,13,38.1667,-0.2222,-1.6667,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,Blue,KO/TKO,Flying Knee,2,00:29:00,329,950,200,1400,675,1600,-110,2015,0.9999938558253978,17,15,1.9090909090909092,7.75,0.12549019607843137,0.65284178187404,0.5333333333333333,0,0.2602222222222222,0.5483333333333333,6,1.1428571428571428,0.16666666666666666,0.875,0.7083333333333334
Matt Brown,Tim Means,-150,130,66.6667,130,2015-07-11,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,4,0,46.5556,0.466,0.2222,0.7778,0.278,4,3,23,0,0,1,2,2,1,0,6,Orthodox,187.96,190.5,170,2,0,0,36.7895,0.568,1.1579,1.1579,0.406,7,7,45,0,0,0,2,9,1,0,12,Orthodox,182.88,190.5,170,34,31,2,4,-3,-6,4,-22,0,-7,0,5.08,0,3,9.7661,-0.9357,-0.3801,0,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Guillotine Choke,1,04:44:00,284,225,350,700,725,240,440,2015,0.057324175898868755,3.4,8,5.4,8.25,0.41911764705882354,0.3063973063973064,0.2553191489361702,0.3776824034334764,0.4053333333333333,0.9466666666666667,1.6666666666666665,2.3,0.6000000000000001,0.4347826086956522,0.16521739130434787
Lyoto Machida,Yoel Romero,-165,145,60.6061,145,2015-06-27,"Hollywood, Florida, USA",USA,Blue,FALSE,Middleweight,MALE,5,0,5,0,38.4,0.646,0,2,0.266,5,0,13,0,0,0,1,4,0,0,5,Southpaw,182.88,185.42,185,1,0,0,30.45,0.536,0.4,0.7,0.308,8,6,52,5,0,1,6,6,1,0,14,Southpaw,185.42,187.96,185,37,38,1,5,-3,-9,6,-39,-5,-2,-1,-2.54,-2.54,-1,7.95,-0.4,1.3,0,6,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Elbows,3,01:38:00,698,300,550,675,2000,170,225,2015,0.043107254941086116,2.7,7.75,3.25,21,0.4994026284348865,0.3553113553113553,0.20118343195266272,0.10112359550561797,0.13366666666666666,0.7755555555555556,1.606060606060606,2.45,0.6226415094339623,0.4081632653061224,0.21447824412783995
Hacran Dias,Levan Makashvili,-145,125,68.9655,125,2015-06-27,"Hollywood, Florida, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,27,0.47,0,7,0.53,1,0,3,0,0,1,0,0,0,0,1,Orthodox,172.72,172.72,145,0,1,0,30,0.468,0.25,3.25,0.515,1,2,12,0,0,0,2,0,0,0,2,Orthodox,172.72,175.26,155,31,26,0,0,0,-1,2,-9,0,0,0,0,-2.54,5,-3,-0.25,3.75,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,120,205,450,1467,1160,800,2015,0.06297335605699649,12.6,5.5,9,15.67,0.2611832611832612,0.17492732042827766,0.7204968944099379,0.35288928098808997,0.1,1,1.6896551724137931,2.25,0.5918367346938775,0.4444444444444444,0.14739229024943312
Joanna Jedrzejczyk,Jessica Penne,-900,600,11.1111,600,2015-06-20,"Berlin, Berlin, Germany",Germany,Red,TRUE,Women's Strawweight,FEMALE,5,0,1,0,39,0.39,0,4,0.5,1,0,3,0,0,1,0,0,0,0,1,Orthodox,165.1,170.18,115,0,3,0,45.6667,0.357,0,0,0,3,0,8,1,0,1,1,1,0,0,3,Orthodox,167.64,165.1,125,27,32,0,-2,-2,-2,0,-5,-1,-1,0,-2.54,5.08,-5,-6.6667,0,4,0,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,3,04:22:00,862,215,1250,1200,950,-175,1850,2015,3.059022269256247e-7,1.5714285714285714,13,19.5,10.5,0.7132867132867133,0.1465201465201465,0,0.6607142857142857,0.10633333333333334,0.9577777777777777,1.1111111111111112,7,0.8999999999999999,0.14285714285714285,0.7571428571428571
Dennis Siver,Tatsuya Kawajiri,-150,130,66.6667,130,2015-06-20,"Berlin, Berlin, Germany",Germany,Blue,FALSE,Featherweight,MALE,3,1,0,0,25.5,0.625,1,2,0.225,1,1,5,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,145,1,0,0,39.1579,0.337,0.2105,0.6842,0.297,4,8,44,0,0,0,6,3,2,0,11,Orthodox,167.64,177.8,145,36,37,0,0,-3,-10,7,-39,0,-3,-1,2.54,-2.54,-1,-13.6579,0.7895,1.3158,0,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,161,265,595,450,465,915,2015,0.057324175898868755,5.65,6.95,10.15,5.5,0.3208760425288088,0.28034034930586654,0.4386792452830189,0.6703296703296703,0.1,1,1.6666666666666665,2.3,0.6000000000000001,0.4347826086956522,0.16521739130434787
Cain Velasquez,Fabricio Werdum,-460,365,21.7391,365,2015-06-13,"Mexico City, Distrito Federal, Mexico",Mexico,Blue,TRUE,Heavyweight,MALE,5,0,5,0,42.8889,0.603,0.1111,0.5556,0.148,5,2,20,1,0,0,2,4,1,0,7,Orthodox,193.04,195.58,231,0,4,0,48.3333,0.596,0.25,2.4167,0.411,7,1,24,5,0,0,2,9,0,0,11,Orthodox,185.42,195.58,240,32,37,0,1,-2,-4,-1,-4,-4,-5,1,7.62,0,-5,-5.4444,-0.1389,-1.8611,0,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,Red,SUB,Guillotine Choke,3,02:13:00,733,300,1000,1425,750,-150,1050,2015,2.611903190957194e-4,1.6666666666666665,15.25,11.5,8.5,0.6655737704918033,0.20460358056265984,0,0.5833333333333334,0.12783333333333333,0.8144444444444444,1.2173913043478262,4.65,0.8214285714285714,0.2150537634408602,0.6063748079877112
Gilbert Melendez,Eddie Alvarez,-170,150,58.8235,150,2015-06-13,"Mexico City, Distrito Federal, Mexico",Mexico,Blue,FALSE,Lightweight,MALE,3,1,0,0,48,0.34,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155,1,0,0,55.3333,0.313,0,1,0.707,1,2,10,2,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,33,31,0,0,-1,-1,1,-7,-2,0,0,0,-10.16,2,-7.3333,0,-1,0,9,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,125,275,750,675,475,600,2015,0.039165722796764356,5.75,8.5,7,7.75,0.2915601023017903,0.271889400921659,0.3877551020408163,0.47058823529411764,0.1,1,1.5882352941176472,2.5,0.6296296296296295,0.4,0.22962962962962952
Kelvin Gastelum,Nate Marquardt,-500,400,20,400,2015-06-13,"Mexico City, Distrito Federal, Mexico",Mexico,Red,FALSE,Middleweight,MALE,3,1,0,0,24.9444,0.524,0.7778,1.6111,0.497,4,7,38,1,0,0,4,4,3,0,11,Orthodox,182.88,187.96,185,1,0,0,36.5,0.413,0.3333,1,0.333,5,1,14,1,0,2,1,0,2,0,5,Southpaw,175.26,180.34,185,23,36,0,0,-1,6,-6,24,0,4,1,7.62,7.62,-13,-11.5556,0.4444,0.6111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,KO/TKO,NA,2,05:00:00,600,150,850,350,1000,200,925,2015,1.2339457598623172e-4,3,4.5,10.25,11,0.5555555555555556,0.188470066518847,0.36363636363636365,0.4805194805194805,0.19999999999999998,1,1.2,5,0.8333333333333334,0.2,0.6333333333333333
Tecia Torres,Angela Hill,-235,195,42.5532,195,2015-06-13,"Mexico City, Distrito Federal, Mexico",Mexico,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,107,0.67,0,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,160.02,162.56,115,0,1,0,96,0.48,0,1,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,154.94,152.4,115,25,30,0,0,0,0,0,0,0,0,0,5.08,10.16,-5,11,0,-1,0,15,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,100,400,300,1500,800,700,2015,0.013386917827664779,9,4,8,16,0.3611111111111111,0.1875,0.7272727272727273,0.3181818181818182,0.1,1,1.425531914893617,2.95,0.7014925373134329,0.3389830508474576,0.36250948646597525
Henry Cejudo,Chico Camus,-1275,825,7.8431,825,2015-06-13,"Mexico City, Distrito Federal, Mexico",Mexico,Red,FALSE,Flyweight,MALE,3,0,1,0,31.8333,0.483,0.5,1,0.415,1,3,18,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,125,0,2,0,61,0.51,0.5,3,0.425,2,0,6,0,0,0,2,0,0,0,2,Orthodox,162.56,162.56,135,28,30,0,-1,-1,1,-3,12,0,0,0,5.08,5.08,-2,-29.1667,0,-2,0,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,Red,U-DEC,NA,3,05:00:00,900,-185,1550,370,2615,482,1950,2015,7.582560422162385e-10,5.82,4.7,20.5,27.15,0.38458726328873294,0.08561290032789831,0.5657276995305164,0.42716319824753557,0.1,1,1.0784313725490196,9.25,0.9272727272727274,0.10810810810810811,0.8191646191646192
Tim Boetsch,Dan Henderson,-185,160,54.0541,160,2015-06-06,"New Orleans, Louisiana, USA",USA,Blue,FALSE,Middleweight,MALE,5,2,0,0,29.7857,0.458,0.3571,1,0.281,4,7,38,3,0,2,3,2,0,0,7,Orthodox,180.34,187.96,185,1,0,0,28.625,0.504,0.6875,1.1875,0.184,4,7,38,0,0,2,3,4,0,0,9,Orthodox,182.88,187.96,185,34,44,-1,0,0,-2,0,0,3,-2,0,-2.54,0,-10,1.1607,-0.3304,-0.1875,0,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,00:28:00,28,500,700,500,1500,115,275,2015,0.030768859357148008,2.15,6,3.75,16,0.6317829457364341,0.32916666666666666,0.18699186991869918,0.15492957746478872,0.49066666666666664,0.09333333333333334,1.5405405405405406,2.6,0.6491228070175439,0.3846153846153846,0.2645074224021593
Ben Rothwell,Matt Mitrione,145,-165,145,60.6061,2015-06-06,"New Orleans, Louisiana, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,3,0,23.1667,0.554,0.3333,0,0,5,3,19,0,0,0,1,8,0,0,9,Switch,190.5,200.66,265,0,2,0,22.7143,0.457,0.2857,1,0.121,2,3,15,0,0,0,1,3,0,0,4,Orthodox,193.04,198.12,265,33,36,0,1,3,5,0,4,0,5,0,-2.54,2.54,-3,0.4524,0.0476,-1,0,13,9,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Guillotine Choke,1,01:54:00,114,775,390,1100,2000,240,110,2015,0.9568927450589139,3.4,12,2.1,21,0.37745098039215685,0.5238095238095237,0.1791044776119403,0.052132701421800945,0.462,0.38,2.45,1.606060606060606,0.4081632653061224,0.6226415094339623,0.21447824412783995
Francisco Rivera,Alex Caceres,-135,125,74.0741,125,2015-06-06,"New Orleans, Louisiana, USA",USA,Red,FALSE,Bantamweight,MALE,3,2,0,0,43.4545,0.499,1.0909,0.1818,0.182,2,6,29,0,0,2,1,0,2,0,5,Southpaw,177.8,185.42,145,2,0,0,39.4286,0.431,0.5714,0.7143,0.25,2,4,16,0,0,0,1,2,0,0,3,Orthodox,172.72,172.72,135,33,26,0,0,0,2,-2,13,0,-2,2,5.08,12.7,7,4.026,0.5195,-0.5325,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,00:21:00,21,320,320,955,500,185,600,2015,0.06913842034334682,2.85,10.55,7,6,0.445663922840276,0.30952380952380953,0.16228070175438597,0.5454545454545454,0.493,0.07,1.7407407407407407,2.25,0.574468085106383,0.4444444444444444,0.1300236406619386
Carlos Condit,Thiago Alves,-350,290,28.5714,290,2015-05-30,"Goiania, Goias, Brazil",Brazil,Red,FALSE,Welterweight,MALE,5,0,2,0,37.5789,0.466,0.2632,0.5789,0.315,7,6,45,1,0,0,4,7,1,1,13,Orthodox,175.26,177.8,170,1,0,0,51,0.373,0.9,0.4,0.125,5,4,30,2,0,1,1,4,0,0,6,Orthodox,187.96,190.5,170,31,31,1,2,2,7,-2,15,-1,4,1,-12.7,-12.7,0,-13.4211,-0.6368,0.1789,0,12,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,Red,KO/TKO,NA,2,05:00:00,600,205,525,400,1800,230,450,2015,0.0016588010801744215,3.3,5,5.5,19,0.503030303030303,0.23444976076555024,0.36507936507936506,0.2,0.19999999999999998,1,1.2857142857142856,3.9,0.7777777777777779,0.25641025641025644,0.5213675213675215
Nik Lentz,Charles Oliveira,225,-265,225,37.7358,2015-05-30,"Goiania, Goias, Brazil",Brazil,Blue,FALSE,Featherweight,MALE,3,0,3,0,22.1667,0.508,1.4167,1.1667,0.331,3,5,23,0,0,0,1,0,6,0,7,Orthodox,177.8,187.96,155,0,1,0,41.2857,0.523,1.1429,3.5,0.339,4,5,38,0,0,1,6,1,1,0,9,Orthodox,172.72,172.72,155,30,25,0,2,-1,-2,0,-15,0,-1,5,5.08,15.24,5,-19.119,0.2738,-2.3333,0,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Blue,SUB,Guillotine Choke,3,01:10:00,670,325,224,1000,170,1200,448,2015,0.9926084586557181,13,11,5.48,2.7,0.16783216783216784,0.5528521221951879,0.5454545454545454,0.7249190938511327,0.13833333333333334,0.7444444444444445,3.25,1.3773584905660377,0.3076923076923077,0.726027397260274,0.4183350895679663
Jussier Formiga,Wilson Reis,-105,-115,95.2381,86.9565,2015-05-30,"Goiania, Goias, Brazil",Brazil,Red,FALSE,Flyweight,MALE,3,0,2,0,22.75,0.35,0.5,4.25,0.555,2,1,10,0,0,0,2,0,1,0,3,Southpaw,162.56,165.1,125,0,2,0,9,0.346,0.2,1.4,0.25,2,2,10,0,0,0,2,0,1,0,3,Orthodox,165.1,170.18,125,30,30,0,0,0,0,1,0,0,0,0,-2.54,-5.08,0,13.75,0.3,2.85,0,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,Red,U-DEC,NA,3,05:00:00,900,140,180,706,825,660,905,2015,0.52497918747894,7.6,8.059999999999999,10.05,9.25,0.25564842627660966,0.20761059567029716,0.48316251830161056,0.523121387283237,0.1,1,1.9523809523809523,1.8695652173913042,0.5121951219512195,0.5348837209302326,0.022688598979013097
Juliana Lima,Ericka Almeida,-170,150,58.8235,150,2015-05-30,"Goiania, Goias, Brazil",Brazil,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,115,0,1,0,19.5,0.39,0,1,0.16,1,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,165.1,115,33,26,0,-1,-1,-1,1,-6,0,0,0,2.54,7.62,7,-19.5,0,-1,0,NA,13,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,122,380,689,350,650,1555,2015,0.039165722796764356,7.5,7.89,16.55,4.5,0.2600760456273764,0.28264518294729774,0.4854368932038835,0.8162729658792651,0.1,1,1.5882352941176472,2.5,0.6296296296296295,0.4,0.22962962962962952
Anthony Johnson,Daniel Cormier,-120,100,83.3333,100,2015-05-23,"Las Vegas, Nevada, USA",USA,Blue,TRUE,Light Heavyweight,MALE,5,1,0,0,51.8,0.512,0.4,1.4,0.344,4,1,15,1,0,0,2,1,1,0,4,Orthodox,180.34,182.88,235,0,3,0,21.1429,0.48,0.3571,1.0714,0.241,3,4,24,0,0,0,2,8,0,0,10,Orthodox,187.96,198.12,205,31,36,-1,-3,1,-6,3,-9,1,-7,1,-7.62,-15.24,-5,30.6571,0.0429,0.3286,0,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,3,02:39:00,759,475,275,2500,675,160,350,2015,0.09975048911968513,2.6,26,4.5,7.75,0.423076923076923,0.35125448028673834,0.06015037593984962,0.34146341463414637,0.1235,0.8433333333333334,1.8333333333333335,2,0.5454545454545454,0.5,0.045454545454545414
