RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year
Robbie Lawler,Tyron Woodley,-120,100,83.3333,100,2016-07-30,"Atlanta, Georgia, USA", USA,Blue,True,Welterweight,MALE,5,0,2,0,25.2857,0.551,0,0.4286,0.143,2,2,14,0,0,1,0,4,0,0,5,Orthodox,175.26,187.96,170,0,5,0,51.125,0.456,0,1,0.406,5,4,48,4,0,3,3,6,0,0,12,Southpaw,180.34,187.96,170,34,34,0,-3,-3,-7,2,-34,-4,-2,0,-5.08,0,0,-25.8393,0,-0.5714,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,2:12,132,399,375,2300,1800,145,280,2016
Rose Namajunas,Karolina Kowalkiewicz,-190,165,52.6316,165,2016-07-30,"Atlanta, Georgia, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,2,0,92.5,0.42,0,0,0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,160.02,162.56,115,0,3,0,36,0.408,1.25,3,0.658,3,1,12,1,0,0,1,0,2,0,3,Orthodox,165.1,165.1,115,24,30,0,-1,-1,-1,1,-6,-1,0,-2,-5.08,-2.54,-6,56.5,-1.25,-3,0,5,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,130,280,300,1210,950,725,2016
Matt Brown,Jake Ellenberger,-310,255,32.2581,255,2016-07-30,"Atlanta, Georgia, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,21.9375,0.394,0.25,1.375,0.425,6,7,35,0,0,1,2,4,1,1,9,Orthodox,175.26,180.34,170,1,0,0,34.9524,0.566,1.0952,1.0952,0.415,7,8,49,0,0,0,2,9,2,0,13,Orthodox,182.88,190.5,170,35,31,-1,0,-1,-4,1,-14,0,-4,-1,-7.62,-10.16,4,-13.0149,-0.8452,0.2798,0,NA,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Kick,1,1:46,106,442,545,540,916,-115,615,2016
Nikita Krylov,Ed Herman,-240,200,41.6667,200,2016-07-30,"Atlanta, Georgia, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,27.2222,0.499,0.7222,1.6667,0.437,3,8,39,1,0,1,2,3,4,0,10,Orthodox,185.42,195.58,205,0,4,0,27.2857,0.624,0.7143,0,0,4,2,10,0,0,0,0,2,3,0,5,Orthodox,190.5,195.58,205,24,35,0,-3,-1,5,-6,29,1,1,1,-5.08,0,-11,-0.0635,0.0079,1.6667,0,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Kick,2,0:40,340,507,580,405,475,185,862,2016
Wilson Reis,Hector Sandoval,-360,300,27.7778,300,2016-07-30,"Atlanta, Georgia, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,162.56,125,0,1,0,27.8333,0.367,0.3333,4.3333,0.435,2,2,16,0,0,0,3,0,1,0,4,Southpaw,162.56,165.1,125,31,30,0,-1,-2,-4,2,-16,0,0,-1,-5.08,-2.54,1,-27.8333,-0.3333,-4.3333,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,1,1:49,109,140,616,175,2100,865,609,2016
Holly Holm,Valentina Shevchenko,-190,165,52.6316,165,2016-07-23,"Chicago, Illinois, USA", USA,Blue,False,Women's Bantamweight,FEMALE,5,1,0,0,30,0.565,0,2.5,0.72,1,1,6,0,0,1,0,0,0,0,1,Southpaw,165.1,167.64,125,1,0,0,51.5,0.42,0,0.5,0.5,3,1,13,2,0,1,1,1,0,0,3,Southpaw,172.72,175.26,145,34,28,0,0,-2,-2,0,-7,-2,-1,0,-7.62,-7.62,6,-21.5,0,2,0,7,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,113,450,1300,939,423,450,2016
Edson Barboza,Gilbert Melendez,-255,215,39.2157,215,2016-07-23,"Chicago, Illinois, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,50.75,0.305,0,0.75,0.53,1,3,13,2,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,0,1,0,41.4,0.457,0.0667,0.4,0.177,4,4,35,0,1,1,4,5,0,0,11,Orthodox,180.34,190.5,155,30,34,-2,-1,-3,-10,1,-22,2,-5,0,-5.08,-5.08,-4,9.35,-0.0667,0.35,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,-105,350,1700,1285,257,692,2016
Frankie Saenz,Eddie Wineland,-155,135,64.5161,135,2016-07-23,"Chicago, Illinois, USA", USA,Blue,False,Bantamweight,MALE,3,2,0,0,38.625,0.259,0,0.25,0.166,2,5,19,1,0,1,0,2,0,0,3,Orthodox,170.18,175.26,135,1,0,0,64.25,0.47,0.25,2.25,0.365,3,1,12,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,135,35,32,-1,0,-1,0,-4,7,1,2,0,2.54,7.62,3,-25.625,-0.25,-2,0,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,Red,KO/TKO,Punches,3,1:54,714,115,268,950,1200,455,535,2016
Darren Elkins,Godofredo Pepey,-240,200,41.6667,200,2016-07-23,"Chicago, Illinois, USA", USA,Red,False,Featherweight,MALE,3,0,3,0,12.7143,0.373,0.5714,0.1429,0.071,3,3,11,1,0,1,0,1,2,0,4,Orthodox,170.18,185.42,145,0,2,0,35.5714,0.296,1.2143,2.0714,0.344,5,4,34,0,0,1,7,2,0,0,10,Orthodox,177.8,180.34,145,32,29,0,1,-2,-6,1,-23,1,-1,2,-7.62,5.08,3,-22.8571,-0.6429,-1.9286,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,-110,922,800,363,466,700,2016
Michael McDonald,John Lineker,-115,-105,86.9565,95.2381,2016-07-13,"Sioux Falls, South Dakota, USA", USA,Blue,False,Bantamweight,MALE,5,0,4,0,56.8,0.416,0.6,0.5,0.2,4,2,23,0,0,0,3,4,1,0,8,Orthodox,160.02,170.18,135,0,1,0,25.25,0.41,0.875,0.75,0.188,4,2,18,1,0,1,1,2,2,0,6,Orthodox,175.26,177.8,135,25,26,0,3,0,2,0,5,-1,2,-1,-15.24,-7.62,-1,31.55,-0.275,-0.25,0,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,Red,KO/TKO,Punch,1,2:43,163,500,350,500,875,350,135,2016
Tony Ferguson,Lando Vannata,-800,550,12.5,550,2016-07-13,"Sioux Falls, South Dakota, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,0,7,0,36.2727,0.392,0.9091,0.5455,0.378,7,1,21,1,0,1,2,2,4,1,10,Orthodox,180.34,193.04,155,32,24,0,-7,-7,-10,1,-21,-1,-3,-4,-5.08,-12.7,8,-36.2727,-0.9091,-0.5455,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,D'Arce Choke,2,2:22,442,325,1100,140,1400,150,1300,2016
Louis Smolka,Ben Nguyen,105,-125,105,80,2016-07-13,"Sioux Falls, South Dakota, USA", USA,Red,False,Flyweight,MALE,3,0,2,0,19,0.53,1,0,0,2,0,2,0,0,0,0,1,1,0,2,Switch,165.1,165.1,125,0,3,0,56.6,0.486,1.6,1.6,0.24,3,1,14,0,0,0,2,1,1,0,4,Orthodox,175.26,172.72,135,24,27,0,-1,-1,-2,1,-12,0,0,0,-10.16,-7.62,-3,-37.6,-0.6,-1.6,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Elbows,2,4:41,581,254,350,540,720,688,190,2016
Lauren Murphy,Katlyn Chookagian,-170,150,58.8235,150,2016-07-13,"Sioux Falls, South Dakota, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,125,0,1,0,63,0.523,0,1,0.183,1,2,9,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,125,32,27,0,-1,-1,-1,2,-9,0,-1,0,5.08,2.54,5,-63,0,-1,0,NA,13,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,135,250,1200,1050,320,1340,2016
Miesha Tate,Amanda Nunes,265,-325,265,30.7692,2016-07-09,"Las Vegas, Nevada, USA", USA,Blue,True,Women's Bantamweight,FEMALE,5,0,3,0,21.1667,0.583,0.5,1,0.303,3,1,10,0,0,0,1,3,1,0,5,Orthodox,172.72,175.26,145,0,5,0,35.7143,0.456,1.5714,1.2857,0.23,5,2,23,2,1,0,3,0,1,0,5,Orthodox,167.64,165.1,135,29,28,0,-2,-2,0,1,-13,-2,3,0,5.08,10.16,1,-14.5476,-1.0714,-0.2857,0,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,1,3:16,196,250,700,175,900,600,350,2016
Daniel Cormier,Anderson Silva,-430,345,23.2558,345,2016-07-09,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,4,0,0,34,0.67,0.3,0.15,0.15,16,4,49,13,0,0,2,11,3,0,16,Southpaw,187.96,195.58,185,0,2,0,60.2857,0.516,0.7143,1.5714,0.327,4,1,23,3,0,1,2,1,2,0,6,Orthodox,180.34,182.88,235,37,41,-4,-2,12,10,-3,26,10,10,1,7.62,12.7,-4,-26.2857,-0.4143,-1.4214,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,200,1200,350,1400,140,625,2016
Jose Aldo,Frankie Edgar,120,-140,120,71.4286,2016-07-09,"Las Vegas, Nevada, USA", USA,Red,True,Featherweight,MALE,5,0,5,0,62.4737,0.422,0.4211,3.2105,0.333,5,5,69,7,0,0,8,4,2,0,14,Orthodox,167.64,172.72,145,1,0,0,53.625,0.403,0.375,1.5,0.298,7,1,31,8,0,0,5,2,0,0,7,Orthodox,170.18,177.8,145,29,34,1,5,-2,7,-4,38,-1,2,2,-2.54,-5.08,-5,8.8487,0.0461,1.7105,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,Red,U-DEC,,5,5:00,1500,300,225,900,700,325,375,2016
Cain Velasquez,Travis Browne,-355,295,28.169,295,2016-07-09,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,1,0,23.1538,0.501,0.1538,0.7692,0.371,3,4,23,0,0,0,1,7,1,0,9,Orthodox,198.12,200.66,255,1,0,0,51.3846,0.59,0.2308,2.5385,0.441,7,2,27,6,0,0,2,9,0,0,11,Orthodox,185.42,195.58,240,33,33,1,1,-4,-2,-2,-4,-6,-2,1,12.7,5.08,0,-28.2308,-0.0769,-1.7692,0,7,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,1,4:57,297,325,950,900,1500,-110,350,2016
Cat Zingano,Julianna Pena,-175,155,57.1429,155,2016-07-09,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,3,0,34.6667,0.477,1,2,0.833,3,0,5,1,0,0,1,2,0,0,3,Orthodox,167.64,175.26,135,1,0,0,25,0.497,1.3333,1.3333,0.667,2,1,7,1,0,0,0,2,0,0,2,Southpaw,167.64,172.72,145,34,26,1,3,1,1,1,-2,0,0,0,0,2.54,8,9.6667,-0.3333,0.6667,0,5,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,200,250,500,725,350,625,2016
Johny Hendricks,Kelvin Gastelum,-105,-115,95.2381,86.9565,2016-07-09,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,41.5,0.426,0.25,1.125,0.395,5,2,21,1,0,2,1,1,2,0,6,Southpaw,175.26,180.34,185,1,0,0,44.3125,0.539,0.375,3.375,0.321,6,4,43,3,1,2,4,5,0,0,12,Southpaw,175.26,175.26,185,32,24,0,0,-1,-6,2,-22,-2,-4,2,0,5.08,8,-2.8125,-0.125,-2.25,0,12,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,190,175,1000,900,425,550,2016
TJ Dillashaw,Raphael Assuncao,-420,335,23.8095,335,2016-07-09,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,7,0,47.75,0.455,0.25,1.375,0.288,7,1,20,0,0,1,4,1,1,0,7,Orthodox,165.1,167.64,135,1,0,0,73.0909,0.397,1,1.3636,0.341,4,3,33,5,0,0,2,5,1,0,8,Orthodox,167.64,170.18,125,30,33,1,7,3,-1,2,-13,-5,-4,0,-2.54,-2.54,-3,-25.3409,-0.75,0.0114,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Red,U-DEC,,3,5:00,900,-110,550,800,1225,265,1000,2016
Gegard Mousasi,Thiago Santos,-290,245,34.4828,245,2016-07-09,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,4,0,20.2857,0.459,0,0.1429,0.071,4,2,11,0,0,0,1,4,0,0,5,Orthodox,187.96,193.04,205,0,1,0,39.75,0.493,0.375,0.625,0.25,2,3,21,0,0,0,3,1,1,0,5,Orthodox,187.96,193.04,185,30,32,0,3,2,0,1,-10,0,3,-1,0,0,-2,-19.4643,-0.375,-0.4821,0,15,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,4:32,272,187,461,350,1378,300,450,2016
Joanna Jedrzejczyk,Claudia Gadelha,-130,110,76.9231,110,2016-07-08,"Las Vegas, Nevada, USA", USA,Red,True,Women's Strawweight,FEMALE,5,0,1,0,69.3333,0.413,1,5.3333,0.753,1,1,9,0,0,0,2,0,0,0,2,Orthodox,162.56,160.02,115,0,5,0,96.6,0.434,0,0,0,5,0,16,3,0,1,2,2,0,0,5,Orthodox,167.64,165.1,125,28,27,0,-4,-4,-3,-1,-7,-3,-2,0,-5.08,-5.08,1,-27.2667,1,5.3333,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,180,190,1800,575,375,1000,2016
John Moraga,Matheus Nicolau,-140,120,71.4286,120,2016-07-08,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,1,0,46,0.59,3,3,0.75,1,0,3,0,0,0,0,0,1,0,1,Orthodox,167.64,167.64,125,1,0,0,30.625,0.42,0.75,0.5,0.181,2,3,22,1,0,1,0,1,3,0,5,Orthodox,167.64,167.64,125,32,23,1,1,-1,-4,3,-19,-1,-1,-2,0,0,9,15.375,2.25,2.5,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,,,NA,,NA,180,235,527,765,505,720,2016
Rafael Dos Anjos,Eddie Alvarez,-290,245,34.4828,245,2016-07-07,"Las Vegas, Nevada, USA", USA,Blue,True,Lightweight,MALE,5,0,2,0,40.3333,0.427,0,3,0.223,2,1,9,0,0,2,0,0,0,0,2,Orthodox,175.26,175.26,155,0,5,0,35.7895,0.425,0.6316,2.0526,0.354,5,5,49,2,0,0,8,4,2,0,14,Southpaw,172.72,177.8,170,31,32,0,-3,-3,-12,4,-40,-2,-4,-2,2.54,-2.54,-1,4.5439,-0.6316,0.9474,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Red,KO/TKO,Punches,1,3:49,229,260,580,295,2275,170,510,2016
Roy Nelson,Derrick Lewis,-130,110,76.9231,110,2016-07-07,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,3,0,20,0.609,0,0.375,0.313,3,2,12,0,0,0,0,6,0,0,6,Orthodox,190.5,200.66,260,0,1,0,22.9375,0.384,0.0625,0.5,0.129,3,8,37,1,0,0,1,7,0,0,8,Orthodox,182.88,182.88,263,40,31,0,2,0,-2,6,-25,-1,-1,0,7.62,17.78,9,-2.9375,-0.0625,-0.125,0,12,10,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,800,590,913,1945,120,155,2016
Rory MacDonald,Stephen Thompson,-105,-115,95.2381,86.9565,2016-06-18,"Ottawa, Ontario, Canada", Canada,Blue,False,Welterweight,MALE,5,0,6,0,40.375,0.52,0,0.625,0.229,6,1,15,0,0,0,2,5,0,0,7,Orthodox,182.88,190.5,170,1,0,0,50.5,0.444,0.4167,1.75,0.379,5,3,33,1,0,0,5,3,1,0,9,Orthodox,182.88,193.04,170,26,33,1,6,1,-2,2,-18,-1,2,-1,0,-2.54,-7,-10.125,-0.4167,-1.125,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,NA,250,NA,1200,NA,150,2016
Donald Cerrone,Patrick Cote,-170,150,58.8235,150,2016-06-18,"Ottawa, Ontario, Canada", Canada,Red,False,Welterweight,MALE,3,0,3,0,30.1053,0.46,0.2105,0.5263,0.14,4,9,47,2,0,1,4,4,0,0,10,Orthodox,180.34,180.34,170,0,1,0,41.4,0.486,0.4,0.7,0.29,8,4,40,1,0,0,6,5,5,0,16,Orthodox,185.42,185.42,155,33,36,0,2,-4,-6,-5,7,1,-1,-5,-5.08,-5.08,-3,-11.2947,-0.1895,-0.1737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,KO/TKO,Punches,3,2:35,755,175,200,450,1000,300,350,2016
Valerie Letourneau,Joanne Calderwood,-150,130,66.6667,130,2016-06-18,"Ottawa, Ontario, Canada", Canada,Blue,False,Women's Flyweight,FEMALE,3,0,1,0,70,0.523,0,1.6667,0.417,1,1,7,0,0,0,2,0,0,0,2,Orthodox,167.64,165.1,125,1,0,0,78.5,0.365,0.5,1,0.55,3,1,14,1,0,1,2,0,0,0,3,Orthodox,170.18,172.72,115,33,30,1,1,-2,-1,0,-7,-1,0,0,-2.54,-7.62,3,-8.5,-0.5,0.6667,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,KO/TKO,Kick,3,2:44,764,123,220,806,1175,765,675,2016
Randa Markos,Jocelyn Jones-Lybarger,-115,-105,86.9565,95.2381,2016-06-18,"Ottawa, Ontario, Canada", Canada,Red,False,Women's Strawweight,FEMALE,3,1,0,0,29,0.27,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,162.56,115,1,0,0,35.6667,0.403,0.3333,1.3333,0.37,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,160.02,115,30,30,0,0,-1,-1,1,-6,0,0,0,7.62,2.54,0,-6.6667,-0.3333,-1.3333,0,NA,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,122,185,404,1775,1450,1050,2016
Ali Bagautinov,Geane Herrera,-260,220,38.4615,220,2016-06-18,"Ottawa, Ontario, Canada", Canada,Red,False,Flyweight,MALE,3,0,1,0,23.5,0.43,0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Orthodox,165.1,167.64,125,2,0,0,39.4,0.38,0.4,2.4,0.302,3,2,17,1,0,0,2,1,0,0,3,Orthodox,162.56,165.1,125,31,26,2,1,-2,-2,1,-12,-1,0,0,2.54,2.54,5,-15.9,-0.4,-1.9,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,-113,405,1115,1050,390,1200,2016
Luke Rockhold,Michael Bisping,-750,525,13.3333,525,2016-06-04,"Los Angeles, California, USA", USA,Blue,True,Middleweight,MALE,5,0,3,0,55.72,0.388,0.2,1.04,0.267,4,7,69,1,0,2,7,9,0,0,18,Orthodox,185.42,190.5,185,0,5,0,31.8333,0.613,1,0.5,0.25,5,1,11,1,0,0,0,2,3,0,5,Southpaw,190.5,195.58,185,31,37,0,-2,-1,13,-6,58,0,7,-3,-5.08,-5.08,-6,23.8867,-0.8,0.54,0,4,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,3:36,216,800,1200,160,2200,-145,1000,2016
Dominick Cruz,Urijah Faber,-380,315,26.3158,315,2016-06-04,"Los Angeles, California, USA", USA,Red,True,Bantamweight,MALE,5,0,1,0,42.9231,0.488,0.6154,1.5385,0.3,4,4,39,3,0,0,3,0,6,0,9,Orthodox,167.64,170.18,135,0,4,0,72,0.495,0.25,5,0.545,4,0,16,3,0,1,2,1,0,0,4,Orthodox,172.72,172.72,135,31,37,0,-3,0,5,-4,23,0,-1,6,-5.08,-2.54,-6,-29.0769,0.3654,-3.4615,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,Red,U-DEC,,5,5:00,1500,-175,700,1200,1000,400,1100,2016
Max Holloway,Ricardo Lamas,-270,230,37.037,230,2016-06-04,"Los Angeles, California, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,27.3333,0.437,0.7778,1.2222,0.213,4,2,21,1,0,0,3,2,2,0,7,Orthodox,172.72,180.34,145,0,8,0,61.5714,0.421,0.3571,0.1429,0.143,8,3,34,0,0,1,3,5,2,0,11,Orthodox,180.34,175.26,155,24,34,0,-7,-4,-4,1,-13,1,-3,0,-7.62,5.08,-10,-34.2381,0.4206,1.0794,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,Red,U-DEC,,3,5:00,900,105,380,800,1250,285,1200,2016
Dan Henderson,Hector Lombard,265,-325,265,30.7692,2016-06-04,"Los Angeles, California, USA", USA,Red,False,Middleweight,MALE,3,2,0,0,35,0.491,0,1.4286,0.356,2,4,17,0,0,0,1,2,0,0,3,Southpaw,175.26,180.34,185,1,0,0,27,0.513,0.3125,0.875,0.246,4,8,40,3,0,2,3,3,0,0,8,Orthodox,180.34,187.96,185,45,38,-1,0,-2,-5,4,-23,-3,-1,0,-5.08,-7.62,7,8,-0.3125,0.5536,0,NA,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,Red,KO/TKO,Elbow,2,1:27,387,800,600,1200,900,450,-240,2016
