RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year
Dustin Poirier,Bobby Green,-185,160,54.0541,160,2016-06-04,"Los Angeles, California, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,52.6,0.47,0.2,0.8,0.3,4,1,13,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,0,3,0,43.3571,0.501,0.6429,1.1429,0.25,4,3,29,0,0,0,4,4,3,0,11,Southpaw,175.26,182.88,155,27,29,-1,-3,0,-7,2,-16,0,-3,-2,2.54,-2.54,-2,9.2429,-0.4429,-0.3429,0,13,11,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,Red,KO/TKO,Punch,1,2:53,173,140,300,675,1200,350,500,2016
Brian Ortega,Clay Guida,-235,195,42.5532,195,2016-06-04,"Los Angeles, California, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,27.2273,0.345,0.6364,2.7727,0.394,4,10,59,0,0,3,4,1,4,0,12,Orthodox,170.18,177.8,155,0,2,0,24.3333,0.387,1.6667,0.3333,0.11,2,1,7,0,0,0,0,1,1,0,2,Switch,172.72,175.26,145,25,34,-1,-2,2,10,-9,52,0,0,3,-2.54,2.54,-9,2.8939,-1.0303,2.4394,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Knee,3,4:40,880,325,260,115,1500,750,1500,2016
Beneil Dariush,James Vick,-140,120,71.4286,120,2016-06-04,"Los Angeles, California, USA", USA,Red,False,Lightweight,MALE,3,0,5,0,44.2,0.308,0.4,0,0,5,0,11,0,0,0,3,0,2,0,5,Orthodox,190.5,193.04,155,1,0,0,29,0.456,0.625,1.125,0.364,5,2,17,0,0,1,2,0,3,0,6,Southpaw,177.8,182.88,155,27,29,1,5,0,-1,2,-6,0,0,-1,12.7,10.16,-2,15.2,-0.225,-1.125,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,4:16,256,165,265,425,900,650,500,2016
Jessica Penne,Jessica Andrade,110,-130,110,76.9231,2016-06-04,"Los Angeles, California, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,56.8571,0.574,0.5714,1.8571,0.631,3,3,15,0,0,1,2,0,1,0,4,Orthodox,154.94,157.48,115,1,0,0,32,0.335,0,2,0.25,1,1,6,1,0,1,0,0,0,0,1,Orthodox,165.1,170.18,115,33,24,0,0,2,3,-2,9,-1,0,1,-10.16,-12.7,9,24.8571,0.5714,-0.1429,0,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,2,2:56,476,255,140,340,1000,800,680,2016
Thomas Almeida,Cody Garbrandt,-200,170,50,170,2016-05-29,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,5,0,3,0,41.3333,0.34,0,1.3333,0.277,3,0,7,0,0,0,1,2,0,0,3,Orthodox,172.72,165.1,135,0,4,0,49.75,0.468,0,0,0,4,0,7,0,0,0,1,3,0,0,4,Southpaw,170.18,177.8,135,24,24,0,-1,-1,-1,0,0,0,-1,0,2.54,-12.7,0,-8.4167,0,1.3333,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,1,2:53,173,535,600,1000,1600,105,240,2016
Renan Barao,Jeremy Stephens,-150,130,66.6667,130,2016-05-29,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,34.2273,0.469,0.4091,1.2273,0.321,3,11,59,0,0,1,4,5,0,1,11,Orthodox,172.72,180.34,145,1,0,0,53.8,0.381,0.3,1.2,0.175,7,2,31,6,0,0,3,2,3,0,8,Orthodox,167.64,177.8,135,29,30,0,0,-4,3,-9,28,-6,4,-3,5.08,2.54,-1,-19.5727,0.1091,0.0273,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Blue,U-DEC,,3,5:00,900,205,375,350,1600,375,325,2016
Tarec Saffiedine,Rick Story,115,-135,115,74.0741,2016-05-29,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,48.5882,0.422,0.8235,2.2941,0.601,6,6,46,0,0,3,4,2,2,0,11,Southpaw,175.26,180.34,170,0,1,0,72,0.433,0.3333,0.3333,0.11,1,1,11,0,0,0,2,0,0,0,2,Switch,177.8,177.8,170,29,31,0,1,5,9,-5,35,0,2,2,-2.54,2.54,-2,-23.4118,0.4902,1.9608,0,11,10,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,135,200,1650,1000,625,425,2016
Sara McMann,Jessica Eye,-125,105,80,105,2016-05-29,"Las Vegas, Nevada, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,55.6,0.42,0.2,0.2,0.2,1,4,14,0,0,0,0,0,0,1,1,Orthodox,167.64,167.64,125,2,0,0,19,0.488,0,1.6,0.41,1,3,9,1,0,1,0,1,0,0,2,Orthodox,167.64,167.64,135,35,29,0,0,0,-1,-1,5,-1,0,0,0,0,6,36.6,0.2,-1.4,0,7,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,125,242,1070,900,875,435,2016
Aljamain Sterling,Bryan Caraway,-310,255,32.2581,255,2016-05-29,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,1,0,31.5714,0.327,0.8571,2.1429,0.38,2,2,19,0,0,0,1,0,4,0,5,Orthodox,172.72,172.72,135,0,4,0,40.75,0.525,1.25,3,0.7,4,0,11,0,0,0,1,1,2,0,4,Orthodox,170.18,180.34,135,26,31,0,-3,-2,1,-2,8,0,-1,2,2.54,-7.62,-5,-9.1786,-0.3929,-0.8571,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,Red,S-DEC,,3,5:00,900,-110,600,502,475,485,1675,2016
Fabricio Werdum,Stipe Miocic,-185,160,54.0541,160,2016-05-14,"Curitiba, Parana, Brazil", Brazil,Blue,True,Heavyweight,MALE,5,0,2,0,54.6,0.514,0,1.6,0.382,3,2,26,0,0,0,3,5,0,0,8,Orthodox,193.04,203.2,240,0,6,0,48.2,0.598,0.2,0.6,0.166,6,2,23,2,0,0,2,4,2,0,8,Orthodox,193.04,195.58,231,38,33,0,-4,-3,0,0,3,-2,1,-2,0,7.62,5,6.4,-0.2,1,0,3,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,2:47,167,325,508,250,3000,305,260,2016
Jacare Souza,Vitor Belfort,-280,240,35.7143,240,2016-05-14,"Curitiba, Parana, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,1,0,10.7619,0.512,0.381,0.2857,0.131,3,7,31,6,0,0,0,11,2,1,14,Southpaw,182.88,187.96,185,1,0,0,20,0.537,1,1.5,0.395,5,1,12,0,0,0,1,1,3,0,5,Orthodox,185.42,182.88,185,36,39,1,1,-2,9,-6,19,6,11,-1,-2.54,5.08,-3,-9.2381,-0.619,-1.2143,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Blue,KO/TKO,Punches,1,4:38,278,549,1450,-105,2700,375,320,2016
Mauricio Rua,Corey Anderson,140,-160,140,62.5,2016-05-14,"Curitiba, Parana, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,0,3,0,63.1667,0.48,0,3.3333,0.53,3,1,16,1,0,0,4,1,0,0,5,Orthodox,190.5,200.66,205,0,1,0,36.8,0.51,0.2667,1.2667,0.214,2,8,38,3,0,0,1,6,0,0,7,Orthodox,185.42,193.04,205,34,26,0,2,1,-2,7,-22,-2,-5,0,5.08,7.62,8,26.3667,-0.2667,2.0667,0,12,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,436,121,822,800,300,400,2016
Demian Maia,Matt Brown,-350,290,28.5714,290,2016-05-14,"Curitiba, Parana, Brazil", Brazil,Red,False,Welterweight,MALE,3,0,1,0,36.2,0.573,1.15,1.15,0.436,7,7,46,0,0,0,2,9,2,0,13,Orthodox,182.88,190.5,170,0,4,0,22.4091,0.517,0.9545,2.3636,0.386,5,6,58,1,0,0,8,1,7,0,16,Southpaw,185.42,182.88,170,38,35,0,-3,2,-3,-1,-12,-1,8,-5,-2.54,7.62,3,13.7909,0.1955,-1.2136,0,8,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,3,4:31,871,230,520,121,2050,925,550,2016
John Lineker,Rob Font,-145,125,68.9655,125,2016-05-14,"Curitiba, Parana, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,2,0,32,0.495,0,0.5,0.1,2,0,3,0,0,0,0,2,0,0,2,Orthodox,172.72,180.34,135,0,3,0,54.2222,0.414,0.6667,0.4444,0.167,4,2,20,0,0,0,2,4,1,0,7,Orthodox,160.02,170.18,135,25,28,0,-1,-2,-5,2,-17,0,-2,-1,12.7,10.16,-3,-22.2222,-0.6667,0.0556,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,350,350,625,550,260,310,2016
Rogerio Nogueira,Patrick Cummins,195,-235,195,42.5532,2016-05-14,"Curitiba, Parana, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,1,0,0,38.7143,0.52,0.1429,4.2857,0.463,3,3,15,0,0,0,2,2,0,0,4,Orthodox,187.96,193.04,205,2,0,0,28.75,0.304,0.25,0.125,0.125,2,4,18,0,0,1,1,2,0,0,4,Southpaw,187.96,190.5,205,39,35,1,0,1,0,1,-3,0,0,0,0,2.54,4,9.9643,-0.1071,4.1607,0,11,10,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,1,4:52,292,560,115,634,1375,530,250,2016
Alistair Overeem,Andrei Arlovski,-240,200,41.6667,200,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Heavyweight,MALE,5,1,0,0,21.7368,0.455,0.2632,0.1053,0.105,7,5,35,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,240,0,3,0,38,0.756,0,0.25,0.188,3,3,15,0,0,0,2,3,0,0,5,Orthodox,193.04,203.2,265,35,37,-1,-3,4,9,-2,20,5,6,2,-2.54,-7.62,-2,-16.2632,0.2632,-0.1447,0,5,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,2,1:12,372,750,1150,800,2500,-125,225,2016
Antonio Silva,Stefan Struve,185,-225,185,44.4444,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,False,Heavyweight,MALE,3,1,0,0,24.4375,0.446,1.1875,0.25,0.25,4,6,29,0,1,0,1,4,4,0,10,Orthodox,210.82,213.36,265,1,0,0,18.5556,0.49,0,0,0,2,6,16,1,0,0,0,3,0,0,3,Orthodox,193.04,203.2,264,36,28,0,0,2,7,0,13,-1,1,4,17.78,10.16,8,5.8819,1.1875,0.25,0,NA,12,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,0:16,16,885,575,777,500,325,115,2016
Albert Tumenov,Gunnar Nelson,-155,135,64.5161,135,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,False,Welterweight,MALE,3,1,0,0,20.1429,0.643,0.7143,1,0.679,4,2,16,0,0,0,1,0,4,0,5,Switch,180.34,182.88,170,0,5,0,37.3333,0.39,0,0.1667,0.167,5,1,12,0,0,1,1,3,0,0,5,Orthodox,180.34,185.42,170,24,27,-1,-5,-1,0,-1,4,0,-3,4,0,-2.54,-3,-17.1905,0.7143,0.8333,0,NA,13,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,2,3:15,495,197,465,1920,330,235,1475,2016
Germaine de Randamie,Anna Elmose,-400,325,25,325,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,165.1,115,0,1,0,26.6667,0.367,0,0,0,1,1,6,0,0,1,0,1,0,0,2,Orthodox,175.26,180.34,135,32,31,0,-1,-1,-2,1,-6,0,-1,0,-15.24,-15.24,1,-26.6667,0,0,0,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Knee,1,3:46,226,180,545,1000,1670,105,1050,2016
Nikita Krylov,Francimar Barroso,-200,170,50,170,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Light Heavyweight,MALE,3,0,2,0,42.5,0.523,0,1.5,0.218,2,1,12,0,0,0,3,0,0,0,3,Orthodox,185.42,190.5,205,0,3,0,22.1667,0.62,0.6667,0,0,3,2,8,0,0,0,0,2,2,0,4,Orthodox,190.5,195.58,205,24,36,0,-1,-1,-1,1,4,0,-2,-2,-5.08,-5.08,-12,20.3333,-0.6667,1.5,0,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,2,3:11,491,500,370,331,700,165,550,2016
Karolina Kowalkiewicz,Heather Jo Clark,-320,260,31.25,260,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Women's Strawweight,FEMALE,3,0,1,0,56,0.56,1,1,0.2,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,162.56,115,0,1,0,66,0.39,0,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,160.02,162.56,115,30,35,0,0,0,0,0,0,0,0,0,7.62,0,-5,-10,1,1,0,NA,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,,,NA,,NA,-128,442,827,1235,450,855,2016
Kyoji Horiguchi,Neil Seery,-600,450,16.6667,450,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Flyweight,MALE,3,0,1,0,44.4,0.41,1.8,1,0.346,2,2,14,0,0,0,2,0,1,0,3,Orthodox,162.56,162.56,125,0,1,0,46.5,0.473,0,0.8333,0.338,4,1,17,1,0,0,3,2,0,0,5,Orthodox,165.1,167.64,125,25,36,0,0,-2,-2,-1,-3,-1,-2,1,-2.54,-5.08,-11,-2.1,1.8,0.1667,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,-160,650,524,1370,345,1600,2016
Jon Jones,Ovince Saint Preux,-720,510,13.8889,510,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,True,Light Heavyweight,MALE,5,0,1,0,22.2222,0.538,0.2222,0.6667,0.333,4,2,20,0,1,0,1,4,1,0,7,Southpaw,190.5,203.2,205,0,12,0,57.25,0.569,0.625,2.0625,0.611,12,1,47,9,0,0,6,4,5,0,15,Orthodox,193.04,213.36,205,28,33,0,-11,-8,-8,-1,-27,-9,0,-4,-2.54,-10.16,-5,-35.0278,-0.4028,-1.3958,0,6,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,569,1600,175,2675,105,650,2016
Demetrious Johnson,Henry Cejudo,-340,280,29.4118,280,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,True,Flyweight,MALE,5,0,4,0,56.75,0.46,0.25,2.25,0.393,4,0,12,0,0,1,3,0,0,0,4,Orthodox,162.56,162.56,135,0,9,0,67,0.527,0.4615,4.5385,0.448,9,2,50,9,0,1,6,1,3,0,11,Orthodox,160.02,167.64,125,29,29,0,-5,-5,-7,2,-38,-9,-1,-3,2.54,-5.08,0,-10.25,-0.2115,-2.2885,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Red,KO/TKO,Knees,1,2:49,169,109,400,410,2400,445,1340,2016
Anthony Pettis,Edson Barboza,-190,165,52.6316,165,2016-04-23,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,39.1429,0.458,0.0714,0.4286,0.19,4,4,32,0,1,1,3,5,0,0,10,Orthodox,180.34,190.5,155,2,0,0,26.375,0.464,0.375,0.75,0.083,5,3,19,3,0,1,0,2,2,0,5,Orthodox,177.8,182.88,170,29,30,1,0,-1,5,-1,13,-3,3,-2,2.54,7.62,-1,12.7679,-0.3036,-0.3214,0,8,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,255,265,350,2200,365,500,2016
Robert Whittaker,Rafael Natal,-325,265,30.7692,265,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,4,0,41.0714,0.484,0.5,2.5714,0.311,4,5,39,0,0,2,5,1,1,0,9,Orthodox,182.88,193.04,185,0,4,0,49.375,0.426,0,0.5,0.375,4,2,19,1,0,0,3,3,0,0,6,Orthodox,182.88,185.42,185,25,33,0,0,0,3,-3,20,-1,-2,1,0,7.62,-8,-8.3036,0.5,2.0714,0,13,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,260,375,2300,1300,105,1275,2016
Sergio Pettis,Chris Kelades,-225,185,44.4444,185,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,3,0,1,0,34.6667,0.453,0.3333,1,0.17,1,1,9,0,0,1,1,0,0,0,2,Orthodox,170.18,172.72,125,0,1,0,56.3333,0.39,0.8333,1.1667,0.347,2,2,17,0,0,0,4,0,0,0,4,Orthodox,167.64,175.26,135,22,35,0,0,-1,-2,1,-8,0,0,0,2.54,-2.54,-13,-21.6667,-0.5,-0.1667,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,255,285,350,1350,365,1025,2016
Carla Esparza,Juliana Lima,-190,165,52.6316,165,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,2,0,26.6667,0.447,0,1.6667,0.44,2,1,9,0,0,0,2,0,0,0,2,Orthodox,165.1,165.1,115,1,0,0,23,0.32,0.5,3,0.38,1,1,5,2,0,0,0,0,1,0,1,Orthodox,154.94,160.02,115,28,34,1,2,1,1,0,4,-2,0,-1,10.16,5.08,-6,3.6667,-0.5,-1.3333,0,14,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,137,243,365,1300,1000,975,2016
Glover Teixeira,Rashad Evans,-225,185,44.4444,185,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Light Heavyweight,MALE,5,1,0,0,28.2105,0.383,0,2.6316,0.378,5,5,54,4,1,4,3,6,0,0,14,Orthodox,182.88,190.5,205,0,2,0,41.6667,0.477,0.4444,1.6667,0.367,5,2,21,1,0,0,1,2,3,1,7,Orthodox,187.96,193.04,205,36,36,-1,-2,0,7,-3,33,3,3,-3,-5.08,-2.54,0,-13.4561,-0.4444,0.9649,0,7,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,1:48,108,225,250,725,1550,175,800,2016
Rose Namajunas,Tecia Torres,-160,140,62.5,140,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,3,0,68.3333,0.483,0,1,0.387,3,0,9,0,0,0,3,0,0,0,3,Orthodox,154.94,152.4,115,0,2,0,32.6667,0.447,1.6667,3.3333,0.71,2,1,9,1,0,0,0,0,2,0,2,Orthodox,165.1,165.1,115,23,26,0,1,1,1,1,0,-1,0,-2,-10.16,-12.7,-3,35.6667,-1.6667,-2.3333,0,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,190,200,210,1500,1000,1200,2016
Khabib Nurmagomedov,Darrell Horcher,-1000,650,10,650,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Catch Weight,MALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,0,6,0,32.5,0.457,0.5,5.8333,0.342,6,0,16,0,0,0,4,1,1,0,6,Orthodox,177.8,177.8,155,27,28,0,-6,-6,-6,0,-16,0,-1,-1,0,0,-1,-32.5,-0.5,-5.8333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,KO/TKO,Punches,2,3:38,518,150,900,265,2000,200,900,2016
Cub Swanson,Hacran Dias,-115,-105,86.9565,95.2381,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,27.4,0.476,0.4,3.2,0.472,2,2,15,0,0,1,2,0,0,0,3,Orthodox,172.72,175.26,155,2,0,0,43.2222,0.437,0.1111,0.6667,0.444,6,3,26,0,0,0,2,4,0,0,6,Orthodox,172.72,177.8,145,32,31,2,2,-4,-3,1,-11,0,-4,0,0,-2.54,1,-15.8222,0.2889,2.5333,0,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,Red,U-DEC,,3,5:00,900,225,170,825,875,285,1150,2016
Beneil Dariush,Michael Chiesa,-165,145,60.6061,145,2016-04-16,"Tampa, Florida, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,20.75,0.399,0.75,1.75,0.441,2,2,17,1,0,0,2,0,4,0,6,Southpaw,185.42,190.5,170,0,5,0,29.2857,0.45,0.7143,1.1429,0.38,5,1,15,0,0,1,2,0,3,0,6,Southpaw,177.8,182.88,155,26,28,0,-3,-3,0,-1,2,1,0,1,7.62,7.62,-2,-8.5357,0.0357,0.6071,0,14,7,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,2,1:20,380,130,280,410,705,900,1050,2016
Bethe Correia,Raquel Pennington,180,-220,180,45.4545,2016-04-16,"Tampa, Florida, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,49.6,0.494,1,1.2,0.632,1,2,12,0,0,0,1,0,2,0,3,Orthodox,170.18,170.18,135,1,0,0,58.25,0.583,0,0.25,0.063,3,1,9,1,0,1,1,1,0,0,3,Orthodox,165.1,162.56,135,32,27,1,1,-2,0,-1,3,-1,-1,2,5.08,7.62,5,-8.65,1,0.95,0,11,8,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,244,160,2005,250,1325,727,2016
